ID,Case,Task,weather1,weather2,weather3,access1,access2,access3,wait1,wait2,wait3,ivvt1,ivvt2,ivvt3,fare1,fare2,fare3,A,A.bus,A.cyclingPMD,A.saav,N,N.bus,N.cyclingPMD,otherFactors.weather,otherFactors.accessTime,otherFactors.waitingTime,otherFactors.inVehTime,otherFactors.fare,Realistic,Understandable,Age,Gender,HouseholdType,HouseholdSize,Residential,Income,Cars,Concession
177,23,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,0,1,4,1,6,2,13,5,0,1
178,23,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,0,1,4,1,6,2,13,5,0,1
179,23,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,0,1,4,1,6,2,13,5,0,1
180,23,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,0,1,4,1,6,2,13,5,0,1
181,23,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,1,4,1,6,2,13,5,0,1
182,23,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,0,1,4,1,6,2,13,5,0,1
183,23,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,1,4,1,6,2,13,5,0,1
184,23,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,1,4,1,6,2,13,5,0,1
185,24,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,0,1,3,1,7,4,13,1,3,1
186,24,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,0,1,3,1,7,4,13,1,3,1
187,24,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,0,1,3,1,7,4,13,1,3,1
188,24,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,0,1,3,1,7,4,13,1,3,1
189,24,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,1,7,4,13,1,3,1
190,24,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,1,7,4,13,1,3,1
191,24,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,1,7,4,13,1,3,1
192,24,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,1,7,4,13,1,3,1
193,25,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,0,0,4,0,7,3,19,3,1,1
194,25,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,0,0,4,0,7,3,19,3,1,1
195,25,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,0,0,4,0,7,3,19,3,1,1
196,25,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,0,0,4,0,7,3,19,3,1,1
197,25,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,0,4,0,7,3,19,3,1,1
198,25,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,0,4,0,7,3,19,3,1,1
199,25,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,0,4,0,7,3,19,3,1,1
200,25,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,0,4,0,7,3,19,3,1,1
201,26,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,1,3,4,5,3,0,2
202,26,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,1,3,4,5,3,0,2
203,26,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,1,3,4,5,3,0,2
204,26,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,1,3,4,5,3,0,2
205,26,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,1,3,4,5,3,0,2
206,26,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,1,3,4,5,3,0,2
207,26,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,1,3,4,5,3,0,2
208,26,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,1,3,4,5,3,0,2
209,27,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,0,5,0,6,4,13,5,2,1
210,27,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,0,5,0,6,4,13,5,2,1
211,27,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,0,5,0,6,4,13,5,2,1
212,27,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,0,5,0,6,4,13,5,2,1
213,27,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,0,5,0,6,4,13,5,2,1
214,27,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,0,5,0,6,4,13,5,2,1
215,27,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,0,5,0,6,4,13,5,2,1
216,27,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,0,5,0,6,4,13,5,2,1
217,28,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,5,3,14,1,0,2
218,28,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,5,3,14,1,0,2
219,28,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,5,3,14,1,0,2
220,28,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,5,3,14,1,0,2
221,28,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,5,3,14,1,0,2
222,28,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,3,14,1,0,2
223,28,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,3,14,1,0,2
224,28,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,3,14,1,0,2
225,29,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,7,1,5,4,4,NA,1,2
226,29,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,7,1,5,4,4,NA,1,2
227,29,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,7,1,5,4,4,NA,1,2
228,29,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,7,1,5,4,4,NA,1,2
229,29,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,7,1,5,4,4,NA,1,2
230,29,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,7,1,5,4,4,NA,1,2
231,29,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,7,1,5,4,4,NA,1,2
232,29,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,7,1,5,4,4,NA,1,2
233,30,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,17,NA,1,2
234,30,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,17,NA,1,2
235,30,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,17,NA,1,2
236,30,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,17,NA,1,2
237,30,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,17,NA,1,2
238,30,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,17,NA,1,2
239,30,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,17,NA,1,2
240,30,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,17,NA,1,2
241,31,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,6,4,3,1,0,1
242,31,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,6,4,3,1,0,1
243,31,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,6,4,3,1,0,1
244,31,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,6,4,3,1,0,1
245,31,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,6,4,3,1,0,1
246,31,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,6,4,3,1,0,1
247,31,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,6,4,3,1,0,1
248,31,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,0,6,4,3,1,0,1
249,32,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,1,1,1,1,4,1,2,4,13,3,0,1
250,32,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,1,1,1,1,4,1,2,4,13,3,0,1
251,32,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,1,1,1,1,4,1,2,4,13,3,0,1
252,32,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,1,1,1,1,4,1,2,4,13,3,0,1
253,32,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,1,1,1,1,4,1,2,4,13,3,0,1
254,32,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,1,1,1,1,4,1,2,4,13,3,0,1
255,32,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,1,1,1,4,1,2,4,13,3,0,1
256,32,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,1,1,1,4,1,2,4,13,3,0,1
257,33,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,0,5,4,21,3,1,2
258,33,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,0,5,4,21,3,1,2
259,33,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,0,5,4,21,3,1,2
260,33,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,0,5,4,21,3,1,2
261,33,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,0,5,4,21,3,1,2
262,33,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,3,0,5,4,21,3,1,2
263,33,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,0,5,4,21,3,1,2
264,33,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,0,5,4,21,3,1,2
265,34,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,1,1,1,1,1,1,2,0,4,4,18,NA,0,2
266,34,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,1,1,1,1,1,1,2,0,4,4,18,NA,0,2
267,34,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,1,1,1,1,1,1,2,0,4,4,18,NA,0,2
268,34,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,1,1,1,1,1,1,2,0,4,4,18,NA,0,2
269,34,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,2,0,4,4,18,NA,0,2
270,34,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,2,0,4,4,18,NA,0,2
271,34,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,2,0,4,4,18,NA,0,2
272,34,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,2,0,4,4,18,NA,0,2
273,35,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,0,1,5,1,4,4,18,NA,0,1
274,35,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,0,1,5,1,4,4,18,NA,0,1
275,35,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,0,1,5,1,4,4,18,NA,0,1
276,35,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,0,1,5,1,4,4,18,NA,0,1
277,35,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,0,1,5,1,4,4,18,NA,0,1
278,35,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,0,1,5,1,4,4,18,NA,0,1
279,35,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,0,1,5,1,4,4,18,NA,0,1
280,35,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,0,1,5,1,4,4,18,NA,0,1
281,36,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,0,1,4,1,4,2,12,5,0,1
282,36,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,0,1,4,1,4,2,12,5,0,1
283,36,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,0,1,4,1,4,2,12,5,0,1
284,36,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,0,1,4,1,4,2,12,5,0,1
285,36,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,1,4,1,4,2,12,5,0,1
286,36,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,1,4,1,4,2,12,5,0,1
287,36,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,1,4,1,4,2,12,5,0,1
288,36,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,0,1,4,1,4,2,12,5,0,1
289,37,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,3,1,0,2
290,37,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,3,1,0,2
291,37,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,3,1,0,2
292,37,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,3,1,0,2
293,37,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,3,1,0,2
294,37,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,3,1,0,2
295,37,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,3,1,0,2
296,37,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,3,1,0,2
297,38,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,5,4,11,4,1,1
298,38,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,5,4,11,4,1,1
299,38,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,5,4,11,4,1,1
300,38,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,5,4,11,4,1,1
301,38,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,5,4,11,4,1,1
302,38,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,5,4,11,4,1,1
303,38,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,5,4,11,4,1,1
304,38,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,5,4,11,4,1,1
305,39,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,4,0,6,1,20,4,0,1
306,39,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,0,6,1,20,4,0,1
307,39,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,0,6,1,20,4,0,1
308,39,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,0,6,1,20,4,0,1
309,39,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,4,0,6,1,20,4,0,1
310,39,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,0,6,1,20,4,0,1
311,39,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,0,6,1,20,4,0,1
312,39,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,0,6,1,20,4,0,1
313,40,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,0,1,1,1,4,0,6,4,9,3,0,1
314,40,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,0,1,1,1,4,0,6,4,9,3,0,1
315,40,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,0,1,1,1,4,0,6,4,9,3,0,1
316,40,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,0,1,1,1,4,0,6,4,9,3,0,1
317,40,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,4,0,6,4,9,3,0,1
318,40,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,4,0,6,4,9,3,0,1
319,40,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,4,0,6,4,9,3,0,1
320,40,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,4,0,6,4,9,3,0,1
321,41,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,1,0,1,1,1,4,1,6,4,9,NA,1,1
