ID,Case,Task,weather1,weather2,weather3,access1,access2,access3,wait1,wait2,wait3,ivvt1,ivvt2,ivvt3,fare1,fare2,fare3,A,A.bus,A.cyclingPMD,A.saav,N,N.bus,N.cyclingPMD,otherFactors.weather,otherFactors.accessTime,otherFactors.waitingTime,otherFactors.inVehTime,otherFactors.fare,Realistic,Understandable,Age,Gender,HouseholdType,HouseholdSize,Residential,Income,Cars,Concession
467,59,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,5,4,11,1,0,1
468,59,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,5,4,11,1,0,1
469,59,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,3,0,5,4,11,1,0,1
470,59,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,3,0,5,4,11,1,0,1
471,59,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,3,0,5,4,11,1,0,1
472,59,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,3,0,5,4,11,1,0,1
473,60,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,2,1,1,1
474,60,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,2,1,1,1
475,60,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,2,1,1,1
476,60,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,2,1,1,1
477,60,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,2,1,1,1
478,60,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,2,1,1,1
479,60,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,2,1,1,1
480,60,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,2,1,1,1
481,61,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,1,1,1,0,3,0,5,4,3,4,0,1
482,61,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,1,1,1,0,3,0,5,4,3,4,0,1
483,61,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,1,1,1,0,3,0,5,4,3,4,0,1
484,61,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,1,1,1,0,3,0,5,4,3,4,0,1
485,61,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,1,1,1,0,3,0,5,4,3,4,0,1
486,61,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,1,1,1,0,3,0,5,4,3,4,0,1
487,61,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,1,1,1,0,3,0,5,4,3,4,0,1
488,61,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,1,1,1,0,3,0,5,4,3,4,0,1
489,62,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,1,1,0,1,3,1,4,4,5,2,0,1
490,62,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,1,1,0,1,3,1,4,4,5,2,0,1
491,62,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,1,1,0,1,3,1,4,4,5,2,0,1
492,62,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,1,1,0,1,3,1,4,4,5,2,0,1
493,62,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,1,1,0,1,3,1,4,4,5,2,0,1
494,62,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,1,1,0,1,3,1,4,4,5,2,0,1
495,62,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,1,1,0,1,3,1,4,4,5,2,0,1
496,62,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,1,1,0,1,3,1,4,4,5,2,0,1
497,63,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.cyclingPMD,0,1,0,1,1,1,1,1,1,7,1,5,4,3,5,0,1
498,63,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,7,1,5,4,3,5,0,1
499,63,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,7,1,5,4,3,5,0,1
500,63,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,7,1,5,4,3,5,0,1
501,63,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,7,1,5,4,3,5,0,1
502,63,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,7,1,5,4,3,5,0,1
503,63,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,7,1,5,4,3,5,0,1
504,63,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,1,1,1,7,1,5,4,3,5,0,1
505,64,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,1,5,4,22,1,0,1
506,64,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,1,5,4,22,1,0,1
507,64,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,1,5,4,22,1,0,1
508,64,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,1,5,4,22,1,0,1
509,64,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,5,4,22,1,0,1
510,64,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,5,4,22,1,0,1
511,64,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,3,1,5,4,22,1,0,1
512,64,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,3,1,5,4,22,1,0,1
513,65,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,22,1,0,4
514,65,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,22,1,0,4
515,65,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,22,1,0,4
516,65,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,22,1,0,4
517,65,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,22,1,0,4
518,65,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,22,1,0,4
519,65,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,0,1,1,1,1,3,0,5,4,22,1,0,4
520,65,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,1,1,1,1,3,0,5,4,22,1,0,4
521,66,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,1,1,3,0,5,4,21,NA,1,1
522,66,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,1,1,3,0,5,4,21,NA,1,1
523,66,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,1,1,3,0,5,4,21,NA,1,1
524,66,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,1,1,3,0,5,4,21,NA,1,1
525,66,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,1,1,3,0,5,4,21,NA,1,1
526,66,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,1,1,3,0,5,4,21,NA,1,1
527,66,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,3,0,5,4,21,NA,1,1
528,66,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,3,0,5,4,21,NA,1,1
529,67,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,1,1,7,1,5,4,21,5,1,2
530,67,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,1,1,7,1,5,4,21,5,1,2
531,67,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,1,1,7,1,5,4,21,5,1,2
532,67,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,1,1,7,1,5,4,21,5,1,2
533,67,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,1,1,7,1,5,4,21,5,1,2
534,67,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,1,1,7,1,5,4,21,5,1,2
535,67,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,1,1,7,1,5,4,21,5,1,2
536,67,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,1,1,7,1,5,4,21,5,1,2
537,68,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,5,4,18,1,1,1
538,68,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,5,4,18,1,1,1
539,68,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,5,4,18,1,1,1
540,68,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,5,4,18,1,1,1
541,68,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,5,4,18,1,1,1
542,68,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,5,4,18,1,1,1
543,68,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,5,4,18,1,1,1
544,68,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,5,4,18,1,1,1
545,69,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,1,4,4,12,1,0,1
546,69,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,1,4,4,12,1,0,1
547,69,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,1,4,4,12,1,0,1
548,69,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,1,4,4,12,1,0,1
549,69,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,3,1,4,4,12,1,0,1
550,69,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,3,1,4,4,12,1,0,1
551,69,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,3,1,4,4,12,1,0,1
552,69,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,3,1,4,4,12,1,0,1
553,70,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,0,0,1,3,1,4,4,12,NA,0,1
554,70,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,0,0,1,3,1,4,4,12,NA,0,1
555,70,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,0,0,1,3,1,4,4,12,NA,0,1
556,70,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,0,0,1,3,1,4,4,12,NA,0,1
557,70,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,0,0,1,3,1,4,4,12,NA,0,1
558,70,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,0,0,1,3,1,4,4,12,NA,0,1
559,70,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,0,0,1,3,1,4,4,12,NA,0,1
560,70,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,0,0,1,3,1,4,4,12,NA,0,1
561,71,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,3,4,13,NA,1,4
562,71,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,3,4,13,NA,1,4
563,71,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,3,4,13,NA,1,4
564,71,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,3,4,13,NA,1,4
565,71,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,3,4,13,NA,1,4
566,71,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,3,4,13,NA,1,4
567,71,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,3,4,13,NA,1,4
568,71,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,1,3,4,13,NA,1,4
569,72,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,1,1,3,1,5,4,22,1,1,1
570,72,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,0,1,1,1,3,1,5,4,22,1,1,1
571,72,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,0,1,1,1,3,1,5,4,22,1,1,1
572,72,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,0,1,1,1,3,1,5,4,22,1,1,1
573,72,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,3,1,5,4,22,1,1,1
574,72,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,3,1,5,4,22,1,1,1
575,72,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,3,1,5,4,22,1,1,1
576,72,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,3,1,5,4,22,1,1,1
577,73,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,0,1,3,1,5,4,11,NA,0,1
578,73,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,0,1,3,1,5,4,11,NA,0,1
579,73,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,0,1,3,1,5,4,11,NA,0,1
580,73,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,0,1,3,1,5,4,11,NA,0,1
581,73,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,11,NA,0,1
582,73,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,11,NA,0,1
583,73,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,11,NA,0,1
584,73,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,11,NA,0,1
585,74,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,3,1,6,4,4,NA,1,1
586,74,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,3,1,6,4,4,NA,1,1
587,74,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,6,4,4,NA,1,1
588,74,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,6,4,4,NA,1,1
589,74,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,6,4,4,NA,1,1
590,74,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,6,4,4,NA,1,1
591,74,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,6,4,4,NA,1,1
592,74,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,1,6,4,4,NA,1,1
593,75,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,6,4,15,NA,1,1
594,75,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,6,4,15,NA,1,1
595,75,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,6,4,15,NA,1,1
596,75,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,6,4,15,NA,1,1
597,75,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,6,4,15,NA,1,1
598,75,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,6,4,15,NA,1,1
599,75,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,6,4,15,NA,1,1
600,75,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,6,4,15,NA,1,1
601,76,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,3,0,6,3,23,2,0,1
602,76,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,3,0,6,3,23,2,0,1
603,76,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,3,0,6,3,23,2,0,1
604,76,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,3,0,6,3,23,2,0,1
605,76,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,0,1,1,3,0,6,3,23,2,0,1
606,76,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,0,1,1,3,0,6,3,23,2,0,1
607,76,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,0,1,1,3,0,6,3,23,2,0,1
608,76,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,0,1,1,3,0,6,3,23,2,0,1
609,77,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,0,0,1,1,1,4,1,5,4,18,5,2,2
610,77,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,0,0,1,1,1,4,1,5,4,18,5,2,2
611,77,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,0,0,1,1,1,4,1,5,4,18,5,2,2
612,77,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,1,5,4,18,5,2,2
